url,title,summary
https://www.yna.co.kr/view/AKR20250610096000062,"강원도, 2026년 산림소득·백두대간 주민지원 공모 추진","임업인의 안정적 경영과 소득 향상 위한 기반 강화 기대 (춘천=연합뉴스) 류호준 기자 = 강원특별자치도는 산림청과 함께 2026년 '산림소득사업(임산물 생산단지 규모화)'과 '백두대간 주민지원사업' 공모를 추진한다고 10일 밝혔다. 도는 임업인의 안정적인 소득 기반 조성과 백두대간 보호구역 내 주민 생활 여건 개선을 위해 이번 사업을 추진한다. 산림소득사업은 '산림작물 생산단지 조성'과 '산림복합 경영단지 조성'으로 나뉜다. 지원 대상은 2년 이상 임산물을 재배 중인 임업후계자, 독림가, 신지식임업인, 생산자 단체(영농조합법인 및 농업회사법인) 등이다. 산림작물 생산단지 조성은 단기소득 임산물 생산 기반 시설의 집단화와 현대화를 위한 사업이다. 노지 재배의 경우 1∼5억원, 시설 재배의 경우 1∼7억원까지 지원하며 보조율은 60%이다. 산림복합 경영단지 조성은 임목 숲 가꾸기 사업과 병행해 단기소득 임산물 생산 기반 시설 구축을 지원하는 사업이다. 1∼5억원 범위에서 60% 보조율로 지원한다. 공모 참여를 희망하는 전문 임업인이나 생산자 단체는 오는 20일까지 신청서와 증빙서류 등을 사업 대상지 시군 산림 부서에 제출하면 된다. 백두대간 주민지원사업은 도내 12개 시군 보호지역 내 40개 읍면동 소재 생산자 단체를 대상으로 백두대간 권역 내 임산물 저장·건조·가공시설 등을 지원하는 사업이다. '임업 및 산촌 진흥촉진법'에 따라 자격 요건을 충족한 생산자 단체에 대해 1∼3억원 범위로 보조율 90%로 지원한다. 백두대간 주민지원사업은 오는 30일까지 사업계획서 등을 시군 산림 부서에 제출하면 된다. 현장 심사와 위원회 심의를 거쳐 사업별 우선순위를 정한 뒤 산림청과 협의해 연내 사업 대상지를 최종 선정할 예정이다. 자세한 사항은 산림청 홈페이지나 해당 시군 산림 부서에서 확인할 수 있다. 윤승기 도 산림환경국장은 ""안정적이고 효율적인 임업경영에 필요한"
https://www.yna.co.kr/view/AKR20250610091800052,폐점 '롯데백 마산점' 교육시설 활용방안 있나…교육감 현장방문,"박종훈 교육감 ""교직원 연수장소·동아리 활동 공간 등 생각해본 적 있어"" (창원=연합뉴스) 김동민 기자 = 박종훈 경남도교육감이 지난해 6월말 폐점한 롯데백화점 마산점을 지역 교육시설로 활용 가능한지 검토에 나서 눈길을 끈다. 박 교육감은 폐점 후 1년 가까이 방치되고 있는 롯데백화점 마산점을 10일 방문해 교육시설로 활용할 방안을 검토했다. 그는 이날 백화점을 둘러보기 전 취재진에 ""교육청 차원에서 건물을 활용할 수 있는 방안이 있는지 살펴보고, 빨리 우리 입장을 정해야 할 것 같아서 방문했다""고 말했다. 그러면서 ""전신인 대우백화점부터 한 번도 방문한 적이 없기 때문에 가보지 않고 결정을 내릴 수 없기 때문에 오게 됐다""고 덧붙였다. 박 교육감은 백화점 용도를 구상해 본 적이 있느냐고 묻자 ""교직원 연수 장소 또는 학생 동아리 활동공간이나 독신자 숙소 등을 생각해본 적이 있다""고 답변했다. 그는 백화점 1층과 19층에 위치한 오피스텔 등을 20여분간 둘러보며 ""건물이 (생각했던 것보다) 크다""고 몇번씩 강조하며 건물 면적을 궁금해하기도 했다. 도교육청 관계자는 연면적이 약 9만7천㎡인 백화점은 학교 7개 혹은 도교육청 미래교육원 4∼5개와 맞먹는 크기라고도 설명했다. 현재 롯데백화점 마산점 활용방안을 마련하기 위해 경남도와 창원시를 중심으로 전담TF가 꾸려져 있으나 아직 구체적 방안이 나온 것은 없다. 이 전담TF에는 도교육청이 포함되지 않아 교육시설 활용방안에 대한 논의도 이뤄지지 않았다. 이에 대해 박 교육감은 ""나중에 경남도와 창원시가 교육청과 함께하는 것이 필요하다가 판단되면 그때 저희가 제안도 하고, 제안이 있는지 확인도 하겠다""고 말해 교육청 차원의 백화점 활용방안을 어떤 방향으로 검토할지 관심이 쏠린다. image@yna.co.kr"
https://www.yna.co.kr/view/AKR20250610094200017,"[게시판] 한국유나이티드제약, 아주대 약학대학생 견학 행사","▲ 한국유나이티드제약은 최근 아주대 약학대학 이범진 교수와 5학년 학생 25명 등 총 34명이 세종시 연서면 제2공장을 방문해 제약 제조현장을 견학했다고 10일 밝혔다. 학생들은 흡입제, 주사제, 고형제 생산라인 순으로 생산 현장을 견학하며 제형별 생산 과정을 눈으로 확인했다. 견학 행사에 함께 참여한 한국유나이티드제약 강원호 대표는 ""산업체 연계 교육의 일환으로 진행한 이번 견학을 바탕으로 더 많은 약학대학 학생들에게 다양한 기회를 제공하고 싶다""고 말했다. (서울=연합뉴스)"
https://www.yna.co.kr/view/AKR20250610096500054,'생태 전환 교육 모델' 순천 에코칼리지 개강,"(순천=연합뉴스) 손상원 기자 = 생태 문명 전환을 주제로 한 고등교육 시범 모델인 전남 순천 에코 칼리지가 개강했다. 에코 칼리지는 10일 순천시 생태 비즈니스센터에서 개학식을 열고 교육 과정에 돌입했다. 에코 칼리지 1기 학생은 19∼36세 청년 12명으로 앞으로 6개월 동안 순천에서 공동생활을 하며 생태적 전환을 주제로 한 이론·실천 교육을 받는다. 삶 자체가 배움의 과정이라는 철학 아래 학생들은 직접 걷고, 묻고, 만나며 배우는 순례와 지역 연계 프로젝트를 수행한다. 순천시는 영국 대안 고등교육기관인 슈마허 칼리지를 모델로 학·석사 과정을 갖춘 대안 고등교육 기관을 설립하는 방안도 고려하고 있다. 다만 광역 시도에만 시립 또는 도립대학 설립 권한이 있는 현 제도 아래서는 쉽지 않아 장기 과제로 검토 중이다. 노관규 순천시장은 ""순천 에코 칼리지는 더는 예전 방식대로 살 수 없는 시대에 '어떻게 다르게 살아야 하는가'를 함께 묻고 실험하는 학교""라며 ""지속적인 프로그램과 실험으로 생태 전환 교육의 현장 모델로 확립하겠다""고 말했다. sangwon700@yna.co.kr"
https://www.yna.co.kr/view/AKR20250610094800055,"남원 스마트팜·진안 홍삼한방·고창 김치, 농생명산업지구 지정","5년간 2천155억 투자해 생산·가공·유통·연구개발 집적화 (전주=연합뉴스) 백도인 기자 = 전북특별자치도는 남원 에코(ECO) 스마트팜산업지구, 진안 홍삼한방산업지구, 고창 사시사철 김치특화산업지구 등 3곳을 농생명산업지구로 지정한다고 10일 밝혔다. 농생명산업지구는 농생명자원의 생산·가공·유통·연구개발 시설을 집적화해 산업 전후방 연계를 강화하고, 농업의 새로운 성장거점으로 육성하는 것을 목표로 한다. 전북도는 올해부터 2029년까지 5년간 2천155억원을 투자해 이들 산업지구를 농생명산업의 모델로 만들 방침이다. 먼저 남원 ECO 스마트팜산업지구는 60㏊ 부지에 대규모 창업단지와 스마트팜 시설을 조성해 농생명 스마트팜의 허브 전초기지로 육성한다. 진안 홍삼한방산업지구(7㏊)는 국내 유일의 홍삼특구를 기반으로 유통과 가공 시설을 집적화해 고부가가치 홍삼 산업을 선도하게 된다. 고창 김치특화산업지구(16㏊)는 스마트팜을 조성해 연중 안정적인 김치 원료를 공급하고 원료 가공단지와 김치 생산공장을 만들어 김치산업의 거점으로 만든다. 전북도는 이들 산업지구에 24개의 기업을 유치해 180개의 일자리를 만들 계획이다. 도는 하반기에 익산 동물용의약품산업지구, 장수 저탄소 한우산업지구, 임실엔치즈ㆍ낙농산업지구, 순창 미생물산업지구 등을 추가로 농생명산업지구로 지정할 계획이다. 김관영 도지사는 ""이번 지정으로 농생명산업의 첨단화, 지역경제 활성화 등의 종합적 성과가 기대된다""며 ""지속해서 농생명 산업구조를 고도화하고 지속 가능한 발전 기반을 마련하겠다""고 말했다. doin100@yna.co.kr"
https://www.yna.co.kr/view/AKR20250610095800001,"[속보] 한중 정상 ""한반도 평화와 안정 위해 노력""",
https://www.yna.co.kr/view/AKR20250610094900001,"[속보] 李대통령, 11월 APEC 정상회의에 시진핑 주석 초청",
https://www.yna.co.kr/view/AKR20250610093700007,"이탈리아 매체 ""나폴리, 이강인과 영입 협상…초상권이 걸림돌""","이강인은 PSG와 2028년까지 계약 (서울=연합뉴스) 이영호 기자 = 프랑스 프로축구 파리 생제르맹(PSG)에서 활약하는 이강인(24)이 이탈리아 세리에A 챔피언 나폴리와 이적 협상을 벌이고 있다는 이탈리아 매체의 보도가 나왔다. 이탈리아의 축구 전문 매체 '스파치오 나폴리'는 10일(한국시간) ""나폴리가 PSG와 이강인의 영입을 위한 기본 합의에 도달했다""며 ""클럽 간 협상은 순조롭게 진행되고 있지만, 선수 측과의 협상은 아직 마무리되지 않았다""고 전했다. 2023년 7월 PSG에 입단한 이강인은 데뷔 시즌 공식전 36경기에 출전해 5골(정규리그 23경기 3골 포함)을 넣으며 순조롭게 적응했고, 지난 시즌에는 공식전 45경기를 뛰며 6골(정규리그 30경기 6골)을 터트리고 좋은 흐름을 이어갔다. 공격형 미드필더나 측면에 주로 배치되던 이강인은 PSG에서 폴스 나인(가짜 9번 공격수) 역할까지 소화하며 전천후 플레이어로 활약했다. 하지만 이강인은 지난 시즌 후반기부터 주전 경쟁에서 어려움을 겪었고, 유럽축구연맹(UEFA) 챔피언스리그 무대에선 8강전부터 결승전까지 벤치만 지키는 아쉬움을 남겼다. 이강인이 지난달 자신의 사회관계망서비스(SNS) 계정 프로필에서 PSG 관련 문구를 삭제하고 불편한 심기를 드러내며 이적설에 힘이 실렸다. 최근 프랑스 스포츠 매체 레퀴프는 지난 2일 ""재정적으로 만족스러운 조건이라면 PSG 구단은 이강인과 곤살루 하무스의 영입 제안에 열려 있다""고 전하며 이적설을 부추겼다. 해외 매체들은 아스널, 맨체스터 유나이티드(이상 잉글랜드), 아틀레티코 마드리드(스페인), 나폴리(이탈리아) 등이 이강인의 영입에 관심을 두고 있다고 전하기도 했다. 이에 대해 스파치오 나폴리는 ""이강인과 나폴리 협상의 문제는 초상권""이라며 ""이강인은 한국에서 인기 있는 스포츠 스타 가운데 한 명으로 엄청난 상품성과 인지도를 자랑한다. 초상권 관련 협상이 해결돼야 할 주요 사안으로"
https://www.yna.co.kr/view/AKR20250610094400054,'순경부터 경감까지' 전남경찰관들 잇단 음주운전…기강해이,올해만 3번째…모상묘 청장 조직장악력 의구심 (무안=연합뉴스) 천정인 기자 = 전남 구례경찰서 간부급 공무원이 술을 마시고 운전대를 잡았다가 적발돼 직위에서 해제됐다. 10일 전남경찰청에 따르면 구례경찰서 A 경감은 지난 7일 오후 전남 영광군 한 도로에서 음주운전을 하다 적발됐다. 적발 당시 A 경감의 혈중알코올농도는 면허 정지 수준이었던 것으로 알려졌다. 전남경찰청은 A 경감의 직위를 해제하고 구례경찰서에 대한 특별감찰을 벌이고 있다. 전남경찰청 산하 현직 경찰관의 음주운전 비위는 알려진 것만 올해 3번째로 기강해이가 심각하다는 지적이다. 모상묘 전남경찰청장의 조직 장악력에 대한 의심이 나오는 이유다. 전남경찰청 소속 B 순경은 지난 4월 새벽 시간 광주 광산구 제2순환도로에서 면허 취소 수치인 상태로 음주운전을 하다 적발됐다. 술에 취한 B 순경의 차량이 비틀거리며 교통사고를 낼 뻔하자 다른 운전자가 신고해 들통났다. 지난 3월에도 전남 경찰청 소속 C 경감은 나주시 다시면 한 도로에서 교통시설물을 들이받은 뒤 음주 측정을 거부하기도 했다. 전남경찰청은 직원 음주운전 비위가 발생할 때마다 특별감찰 등을 벌이고 있지만 매번 무용지물이됐다. iny@yna.co.kr
https://www.yna.co.kr/view/AKR20250610094700001,"[속보] 李대통령 ""한중, 호혜평등 정신하에 다방면서 교류협력 희망""",
https://www.yna.co.kr/view/AKR20250610049300053,"法, 가출한 친모 대신 친오빠를 후견인으로…""미성년 복리 부합""","(김천=연합뉴스) 윤관식 기자 = 친권자가 사망해 법적 공백 상태에 빠진 미성년자의 오빠가 가출한 엄마 대신 후견인이 될 수 있도록 하는 법원의 결정이 나왔다. 10일 대한법률구조공단에 따르면 대전가정법원은 A씨를 미성년 상태의 동생인 B양의 후견인으로 선임키로 결정했다. 이들은 단독친권자인 친부가 사망해 부채를 상속받게 됐다. 친모인 C씨는 가출해 8년째 연락 두절인 상태로 A씨와 B양은 친권자가 없는 상태였다. 성년인 A씨는 상속 포기를 신청했으나, 미성년인 B양은 친권자가 없어 상속 포기 절차를 진행할 수 없었다. B양은 친모 C씨를 친권자로 지정해 달라며 법률구조공단에 도움을 요청했다. 공단은 먼저 B양의 임무대행자 선임심판을 청구해 A씨가 임의 대행자로서 B양의 상속 포기 청구를 진행할 수 있도록 도왔다. 이어진 친권자지정심판에서 법원은 가사조사를 통해 친모 C씨가 가출 후 재혼해 이미 자녀를 두고 있는 것으로 파악했다. 또 미성년자인 B양은 오빠인 A씨를 후견인으로 적합하다고 밝혔다. 이에 법원은 친권자지정청구를 기각하고, A씨를 B양의 미성년후견인으로 선임하기로 결정했다. 법원은 ""현 양육자 관계인 A씨를 미성년후견인으로 선임해 현재 생활환경을 이어갈 수 있도록 하는 것이 B양의 복리에 보다 부합한다""고 판단 이유를 밝혔다. 권예찬 공익법무관은 ""미성년자의 친권자 공백 위기 상황에서 법원의 가사조사 제도를 활용해 신속한 법률지원으로 문제를 해결했다""고 말했다. 공단 관계자는 ""단독 친권자의 사망으로 미성년자의 학교생활, 의료행위 등 일상 전반에 법적 공백이 발생하는 사례가 종종 있다""면서 ""향후에도 미성년자 복리를 최우선으로 고려한 법률지원을 이어 나가겠다""고 밝혔다. psik@yna.co.kr"
